"week","product_analytic_sub_category","gmv","product_mrp","list_price","units","Promotion","sla","cat_luxury","cat_mid","cat_premium","sale_days","holidays","TV","Digital","Sponsorship","ContentMarketing","OnlineMarketing","Affiliates","SEM","Radio","Other","NPS"
1,"GamingAccessory",999,50000,999,1,0.98002,8,0,1,0,0,0,0.026578073,0.332225914,0.983388704,0,0.172757475,0.066445183,0.664451827,0,0,54.6
2,"AmplifierReceiver",150978,2805.07766990291,1465.80582524272,103,0.49242430157156,4.30097087378641,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"GamingAccessory",2389160,1414.61067267944,861.931980458474,2818,0.401362300079326,5.09845922585494,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"Camera",3388478,43069.1826923077,32581.5192307692,104,0.244985835371981,3.68269230769231,0,1,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"AudioAccessory",211635,2462.75229357798,1906.57798165138,114,0.211546909355261,7.43119266055046,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"CameraAccessory",327179,40047,32717.9,10,0.177226764355165,5.3,0,1,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"AudioMP3Player",1621663,1906.70859375,1260.0265625,1296,0.429153229443935,6.471875,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"HomeAudio",3873845.1330905,3356.58418079096,2175.60621468927,1784,0.318091121662627,7.4361581920904,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"GamingAccessory",24426,50000,1017.75,24,0.979645,5,0,1,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"Camera",4046534,8110.86026936027,6744.43434343434,601,0.265451923754627,5.27441077441077,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"CameraAccessory",2993344,2211.22579316028,1215.16069221261,2541,0.425123703691729,6.92088998763906,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"HomeAudio",64258,39496.8333333333,10709.6666666667,6,0.722683039734645,10.1666666666667,0,1,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"CameraStorage",191657.666666667,2518.8375,1154.1125,170,0.490681089097549,5.4375,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"Game",2223387,2830.72770398482,2102.75996204934,1057,0.217414055898341,5.60721062618596,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"AudioMP3Player",122713,50000,4544.92592592593,27,0.909101481481482,6,0,1,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"TVVideoSmall",2286370,2222.10561797753,1257.63483146067,1836,0.494297809582671,5.34831460674157,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"GamingConsole",674640,5058.09259259259,4052.72222222222,163,0.310861667413739,7.03703703703704,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"Speaker",9738983,2357.12112278903,1231.6900794668,7917,0.415396615893306,6.37477569853884,0,0,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"GamingConsole",1017906,43144.2307692308,39150.2307692308,26,0.0893146334484274,4.84615384615385,0,1,0,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
2,"Camera",177337,102995,88668.5,2,0.13909898538764,4,0,0,1,0,0,0.051140171,0.728636546,2.568910687,0,0.332982443,0.121177476,1.483365654,0,0,54.6
3,"CameraAccessory",70349,81700,70349,1,0.138935128518972,9,0,0,1,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"Speaker",138640,46242.5,34660,4,0.237050981624896,4.25,0,1,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"Camera",5193945,8659.78217821782,7258.2828854314,718,0.199527772303419,4.68458274398868,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"TVVideoSmall",40410,44900,40410,1,0.1,4,0,1,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"Camera",142990,96492.5,71495,2,0.267955400279897,7.5,0,0,1,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"CameraAccessory",635562,41591.7647058823,37386,17,0.112398874702355,6.11764705882353,0,1,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"GamingConsole",1139688,5543.69960474308,4495.37549407115,256,0.319662229821957,6.86166007905138,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"CameraAccessory",4105896,2368.85567010309,1304.31507731959,3206,0.432459132773109,6.7145618556701,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"TVVideoSmall",3398265,2331.39949109415,1431.02078032231,2425,0.437700868799903,5.39779474130619,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"HomeAudio",5572833,3409.14575214341,2157.64029618083,2591,0.321786805428831,7.2049883086516,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"Speaker",124000,124900,124000,1,0.00720576461168935,9,0,0,1,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"HomeAudio",122436,39989.6666666667,13604,9,0.65601634604948,10.7777777777778,0,1,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"GamingAccessory",2320377.35919791,1295.8885641213,825.013153087322,2992,0.403938734064383,5.56302521008403,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"CameraStorage",243718.666666667,2118.25438596491,974.083333333333,255,0.488155112365466,5.10087719298246,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"AudioMP3Player",2068157,1912.52027027027,1257.9441031941,1658,0.431629064498389,6.16154791154791,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"GamingAccessory",28623,50000,1060.11111111111,27,0.978797777777778,2.18518518518519,0,1,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"AudioMP3Player",73680,50000,1754.28571428571,42,0.964914285714286,5.61904761904762,0,1,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"Game",3246540,2868.93618339529,1976.65737298637,1639,0.266486076409514,4.75898389095415,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"Speaker",11122894.737513,2779.48337662338,1420.11974025974,7825,0.393206922011924,6.81168831168831,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"Camera",8533495,42186.4963768116,30918.4601449275,276,0.265380410455265,3.77536231884058,0,1,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"GamingConsole",1421706,42615,39491.8333333333,36,0.0729948971818596,5.36111111111111,0,1,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"AmplifierReceiver",176529,3046.45544554455,1747.81188118812,101,0.468028712222836,5.98019801980198,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
3,"AudioAccessory",252322,2584.65354330709,1983.48818897638,128,0.237710228242441,7.56692913385827,0,0,0,1,1,0.055417635,0.904324154,3.936113346,0,0.361415336,0.125212396,1.878463166,0,0,54.6
4,"GamingConsole",908815,43782.9166666667,37867.2916666667,24,0.126103016528293,4.70833333333333,0,1,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Camera",7023858,43397.5581395349,32669.1069767442,215,0.248559754325858,3.86976744186047,0,1,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Speaker",215000,249999,215000,1,0.13999655998624,4,1,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Camera",5456606,9032.081232493,7595.4593837535,721,0.181070488065567,4.45518207282913,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Speaker",36072,49990,36072,1,0.278415683136627,2,0,1,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"GamingAccessory",38214,50000,1063.0625,36,0.97873875,2.59375,0,1,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Camera",163490,92495,81745,2,0.120919862440856,5,0,0,1,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"GamingAccessory",2552306.5,1510.92471042471,956.874903474903,2695,0.352760335823412,5.26949806949807,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"GamingConsole",771687,4039.53937007874,3036.37007874016,255,0.334423717600281,6.4488188976378,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"AudioAccessory",298114,2536.99358974359,1894.77564102564,158,0.20785577242622,6.96794871794872,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"HomeAudio",4680462,3298.93998234775,2055.69020300088,2284,0.319723931365639,7.19902912621359,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"CameraAccessory",3906357,2257.69325952458,1244.82872028655,3188,0.427709021447026,6.42168674698795,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"CameraAccessory",131097,81775,65548.5,2,0.19805749502774,5.5,0,0,1,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"HomeAudio",75355,40408,9419.375,8,0.770740537691402,8,0,1,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"CameraStorage",286024,2517.90909090909,1091.61570247934,261,0.480432687304645,4.60330578512397,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"CameraAccessory",453615,42466,32401.0714285714,14,0.241364830650517,6.21428571428571,0,1,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"AmplifierReceiver",154798,2683.77358490566,1460.35849056604,106,0.468793253901706,6.59433962264151,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"AudioMP3Player",87742,50000,2437.87878787879,37,0.951242424242424,7.84848484848485,0,1,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"TVVideoSmall",2657587,1708.3511994003,987.378185907046,2744,0.531523582846517,5.07421289355322,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Speaker",11960762,2913.78588779641,1356.35106998265,8792,0.425427444807058,6.45922498554078,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"AudioMP3Player",1789103,1759.02740599108,1118.38304652645,1598,0.436591952522256,6.49139579349904,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Camera",169099,179950,169099,1,0.0603000833564879,5,1,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Game",3033172,2804.92433137639,1933.28701891716,1573,0.274821711998761,4.73646444879322,0,0,0,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
5,"AmplifierReceiver",155793,3398.88888888889,1923.37037037037,81,0.469203483902455,6.38271604938272,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"AudioAccessory",230507,1910.96273291925,1422.71428571429,163,0.221480714524654,8.29813664596273,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"AudioMP3Player",1546855,1678.04269972452,1043.15495867769,1473,0.44335026595622,6.49242424242424,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Camera",4444030,8872.69830508475,7418.84406779661,600,0.187880793364697,4.41186440677966,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Speaker",9754820,2888.60741862226,1460.9639666919,6679,0.386830936978519,7.00439061317184,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"CameraAccessory",3219464,2233.45389507154,1255.37519872814,2643,0.418837543692298,6.41414944356121,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"CameraStorage",209054.666666667,2480.47752808989,1106.60112359551,193,0.486642009223008,4.46067415730337,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Speaker",33500,49999,33500,1,0.329986599731995,5,0,1,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Game",2056543,2671.39667896679,1886.46217712177,1097,0.236774026199651,5.0950184501845,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"GamingAccessory",2335305,1799.09305555556,1037.73981481481,2277,0.373193388539196,5.70601851851852,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Camera",5480634,42152.1965317919,31679.9653179191,173,0.250457180760453,3.58381502890173,0,1,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"GamingConsole",1066520,6237.1690821256,5151.06763285024,208,0.273893496513342,6.54106280193237,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"CameraAccessory",235540,41270,33648.5714285714,7,0.17753427915498,4.85714285714286,0,1,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"AudioMP3Player",59423,50000,1748.96774193548,34,0.96502064516129,5.93548387096774,0,1,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"HomeAudio",4264229,3402.70353535354,2142.40656565657,1990,0.312724044586091,7.32222222222222,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"GamingAccessory",100926,50000,813.91935483871,124,0.983721612903226,2.7741935483871,0,1,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"TVVideoSmall",2824829,2533.70031380753,1443.03451882845,1970,0.473328470307587,5.27301255230125,0,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"GamingConsole",648692,43490.5882352941,38158.3529411765,17,0.118535523035387,3.23529411764706,0,1,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Speaker",215000,299999,215000,1,0.283330944436481,10,1,0,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Camera",177337,102995,88668.5,2,0.13909898538764,7,0,0,1,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"HomeAudio",68627,39092.6666666667,11437.8333333333,6,0.695904095116684,5,0,1,0,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"CameraAccessory",118489,95400,59244.5,2,0.367061843850286,4,0,0,1,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
6,"AudioMP3Player",4448,1497,1112,4,0.323916397600608,5,0,0,0,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"CameraAccessory",2496,666.666666666667,416,6,0.151532567049808,6.66666666666667,0,0,0,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"TVVideoSmall",3683,1249.5,613.833333333333,6,0.521766837001335,6,0,0,0,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"GamingAccessory",2644,1624.6,528.8,5,0.54801601588155,6.4,0,0,0,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"Speaker",5492,1663,610.222222222222,9,0.476352852175936,5.22222222222222,0,0,0,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"HomeAudio",2599,3099,2599,1,0.16134236850597,9,0,0,0,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
7,"TVVideoSmall",165,499,165,1,0.669338677354709,7,0,0,0,1,1,0.00150571,0.628186678,4.880090572,0,0.037695548,0.025580272,1.345599206,0,0,60
7,"CameraAccessory",1397,1576,465.666666666667,3,0.543771889751789,8.66666666666667,0,0,0,1,1,0.00150571,0.628186678,4.880090572,0,0.037695548,0.025580272,1.345599206,0,0,60
7,"Speaker",2083,1412.66666666667,694.333333333333,3,0.428068526331799,5,0,0,0,1,1,0.00150571,0.628186678,4.880090572,0,0.037695548,0.025580272,1.345599206,0,0,60
7,"GamingAccessory",4875,2583.25,1218.75,4,0.385991999141128,6,0,0,0,1,1,0.00150571,0.628186678,4.880090572,0,0.037695548,0.025580272,1.345599206,0,0,60
7,"AudioMP3Player",311,1100,311,1,0.717272727272727,2,0,0,0,1,1,0.00150571,0.628186678,4.880090572,0,0.037695548,0.025580272,1.345599206,0,0,60
8,"GamingAccessory",1246,586.5,311.5,4,0.462551958698807,2.75,0,0,0,2,0,0.000262218,0.580735406,4.463937764,0,0.029945118,0.025141618,1.230600285,0,0,60
8,"Speaker",10165,3012.42857142857,1452.14285714286,7,0.51573482867098,3.85714285714286,0,0,0,2,0,0.000262218,0.580735406,4.463937764,0,0.029945118,0.025141618,1.230600285,0,0,60
8,"Game",6576,3249.5,1644,4,0.255045864045864,2.5,0,0,0,2,0,0.000262218,0.580735406,4.463937764,0,0.029945118,0.025141618,1.230600285,0,0,60
9,"Camera",49000,34950,24500,2,0.298998569384835,4,0,1,0,2,0,4.5665e-05,0.559705192,4.105087346,0,0.028569757,0.02510928,1.175117295,0,0,60
9,"CameraAccessory",1534,1090,767,2,0.296330275229358,8,0,0,0,2,0,4.5665e-05,0.559705192,4.105087346,0,0.028569757,0.02510928,1.175117295,0,0,60
9,"GamingAccessory",1736,716,289.333333333333,6,0.506642055369631,6.33333333333333,0,0,0,2,0,4.5665e-05,0.559705192,4.105087346,0,0.028569757,0.02510928,1.175117295,0,0,60
9,"Speaker",4438,2406,1109.5,4,0.480463832671638,3,0,0,0,2,0,4.5665e-05,0.559705192,4.105087346,0,0.028569757,0.02510928,1.175117295,0,0,60
9,"AudioMP3Player",16080,8999,8040,2,0.106567396377375,7,0,0,0,2,0,4.5665e-05,0.559705192,4.105087346,0,0.028569757,0.02510928,1.175117295,0,0,60
10,"Camera",185900,95000,92950,2,0.0215789473684211,5,0,0,1,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"GamingAccessory",3821431,1188.80016618197,767.820938928126,5070,0.372486824858296,5.08018280016618,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"CameraAccessory",5433979,2033.93574889404,1122.83989888351,4977,0.425279631700245,6.50979566041711,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"AudioMP3Player",251252,49199.4285714286,3589.31428571429,70,0.915458784567107,5.22857142857143,0,1,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"GamingAccessory",42122,50000,1108.47368421053,38,0.977830526315789,3.26315789473684,0,1,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"CameraStorage",439536,1480.03759398496,774.883458646617,572,0.445973332120374,5.48872180451128,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"Camera",13024402,42494.7707317073,31766.8341463415,410,0.257657849974269,4.50243902439024,0,1,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"Camera",8310812,9060.42883211679,7536.09124087591,1104,0.19196862461076,4.91788321167883,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"CameraAccessory",742156,40212.0833333333,30923.1666666667,24,0.226625298686782,4,0,1,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"AudioMP3Player",3475304,1878.32017229002,1238.50681981335,2828,0.428777471627072,6.31873653984207,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"HomeAudio",94678,39443.5555555556,5259.88888888889,18,0.856795189721013,3.33333333333333,0,1,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"HomeAudio",6408624,3440.53663239075,2045.53920308483,3132,0.353339912252498,5.7133676092545,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"Game",5301208,2544.83624912526,1833.5766270119,2920,0.20636982680488,4.18264520643807,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"HomeTheatre",159500,12634.1428571429,11392.8571428571,14,0.113587178997873,4.85714285714286,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"GamingConsole",1294414,4735.03278688525,3536.65027322404,366,0.340185482638458,5.95081967213115,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"AudioAccessory",428664,1961.59036144578,1244.13855421687,348,0.373612649879274,8.82530120481928,0,0,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"Speaker",67000,49999,33500,2,0.329986599731995,7,0,1,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"GamingConsole",1416316,42490.5555555556,39342.1111111111,36,0.0735166126079791,5.55555555555556,0,1,0,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
10,"CameraAccessory",86598,106900,43299,2,0.594957904583723,6,0,0,1,1,1,0.647848484,0.566995981,14.04481847,0.099667774,2.735966887,0.839060384,1.762966618,0,0,53.45
